date,idIBC,GI_name,kpi_id,KPI_name,unit,result,kpi_score,firmware_version
2017-05-19,273,GI#3,3,3_Gas temperature,minutes,11.366666666666667,10,201705183
2017-05-23,273,GI#3,3,3_Gas temperature,minutes,60.333333333333336,0,201705223
2017-05-24,273,GI#3,3,3_Gas temperature,minutes,25.55,7,201705231
2017-05-30,273,GI#3,3,3_Gas temperature,minutes,47.86666666666667,3,201705251
2017-06-07,270,GI#1,3,3_Gas temperature,minutes,30.716666666666665,6,NA
2017-06-08,270,GI#1,3,3_Gas temperature,minutes,45.733333333333334,3,NA
2017-06-09,270,GI#1,3,3_Gas temperature,minutes,56.11666666666667,1,201706081
2017-06-12,270,GI#1,3,3_Gas temperature,minutes,58.81666666666667,1,201706092
2017-06-13,270,GI#1,3,3_Gas temperature,minutes,64.11666666666667,0,201706092
2017-06-14,270,GI#1,3,3_Gas temperature,minutes,74.36666666666666,0,201706131
2017-06-15,270,GI#1,3,3_Gas temperature,minutes,38.13333333333333,5,201706142
2017-06-21,270,GI#1,3,3_Gas temperature,minutes,41.93333333333333,4,201706161
2017-06-22,270,GI#1,3,3_Gas temperature,minutes,19.166666666666668,9,201706211
2017-06-23,270,GI#1,3,3_Gas temperature,minutes,19.816666666666666,9,201706221
2017-06-26,270,GI#1,3,3_Gas temperature,minutes,29.366666666666667,7,201706231
2017-06-27,270,GI#1,3,3_Gas temperature,minutes,18.433333333333334,9,201706261
2017-06-30,270,GI#1,3,3_Gas temperature,minutes,26.366666666666667,7,201706271
